ROI,Foreground Blur Score,Background blur score,Brightness Score,Noise score,Simplicity score,Contrast score,Area Ratio,Rule of third score,Potrait mode,Landscape Mode
1,1505.747207,1616.510855,57.34530575,1.273118776,53.07546245,63.32939988,0.419990871,0.018733528,0,1
1,1911.670441,1605.785524,67.06524994,2.208515121,53.40270119,64.60422085,0.034218511,0.001479884,0,1
1,1920.547761,1288.315679,50.08972268,1.731741396,85.5872824,75.20893284,0.243719466,0.010466552,0,1
1,465.1480079,380.36062,151.5336971,0.846421547,58.06431362,65.47438281,0.710418701,0.031220691,1,1
1,472.8132449,609.7389804,103.6986473,1.661398248,0,73.9251963,0.447365274,0.02028246,0,1
1,378.5818152,374.0175989,93.04039274,0.489898633,23.72838156,78.15197625,0.6305329,0.02856825,0,1
1,338.583803,241.1271063,83.38912148,0.974068876,43.18694407,41.73343546,0.910549846,0.037982084,1,0
1,220.6710327,202.0618259,126.1001353,0.664881764,43.97375225,63.8657435,0.679656982,0.029604259,1,1
1,254.0649743,663.834846,80.61359647,1.682341754,63.9324458,56.94973782,0.015619272,0.00069165,0,1
1,1387.477912,1257.933645,71.77042821,1.643498501,32.0711324,35.50840103,0.594866071,0.025722738,1,0
1,967.648153,1166.810427,103.6233591,1.671091519,43.98375882,55.0410447,0.606091486,0.027244452,1,0
1,815.3999647,690.9653417,132.0617724,1.320002494,24.43749725,45.40220713,0.001643832,5.85E-05,1,0
1,1870.650945,5219.50149,79.28939867,3.478280522,10.3183127,70.25440831,0.453504985,0.019403167,1,0
1,667.834364,2127.194413,164.7729065,5.624255933,31.89172454,68.58614584,0.010375977,0.000404043,1,1
1,454.0360039,7115.667587,139.9563748,11.60909645,17.87159273,61.4142327,0.058805673,0.002708485,0,1
1,935.2327474,1010.472167,72.35482129,1.239540344,15.93622657,59.92988946,0.143733724,0.006503777,0,1
0,0,0,0,0,0,0,0,0,0,1
1,2372.021956,1869.456044,54.73120563,2.863561674,20.74548214,53.08442741,0.63946329,0.029698403,1,0
0,0,0,0,0,0,0,0,0,1,0
1,444.0088542,428.8636311,93.98795976,0.62836006,39.71779149,35.65089051,0.638900981,0.02918831,0,1
1,675.5813916,705.0252818,94.19371629,1.214038016,24.3150452,34.91167301,0.101613898,0.004288939,1,0
1,1202.853143,1970.559705,127.5013335,6.272504236,51.71999563,68.50995277,0.5563064,0.025903896,0,1
1,624.980526,597.9254002,142.5360952,0.477915269,25.5080539,75.0951253,0.754240413,0.032375884,0,1
1,1509.900885,1460.675115,109.5486765,1.26321513,59.11094861,59.8472003,0.657608032,0.028673164,1,1
1,2091.012784,4487.549212,48.82005717,7.767832219,18.65655992,49.00876387,0.199410377,0.008764899,1,0
1,215.1914706,271.4835383,170.3872127,0.331742455,14.61041649,63.07194569,0.220721771,0.00970696,0,1
1,82.54346575,42.55375636,177.1901101,0.745863983,21.67593224,60.8619698,0.787750244,0.035538,1,1
1,706.1553646,716.6587564,120.6452976,2.2464091,52.9275999,72.2009254,0.467787489,0.022287445,1,0
1,685.2329029,633.9895753,55.54264781,0.702620799,27.18380607,32.79872992,0.818336487,0.036554278,1,1
1,509.0454276,142.3312288,89.45911458,2.614571712,0,97.57700069,0.791164544,0.03533835,0,1
1,1202.122172,1264.313093,56.65189632,0.481446393,24.72149351,59.3167056,0.000256647,9.52E-06,1,0
1,458.8239548,373.8502113,113.1514537,1.86906215,25.05334735,55.84173543,0.82715578,0.03556155,1,0
1,1293.000562,1559.891074,132.5137364,3.533319015,26.03670909,56.60231803,0.349084995,0.015272477,1,0
1,696.2652107,3525.629922,118.0528733,6.603874895,45.31942234,52.34781827,0.243134244,0.011295119,1,0
1,496.2878497,473.1900846,126.0024159,1.055093423,41.49623675,50.28687592,0.869214328,0.037259554,1,0
1,343.9255495,396.429507,140.1762641,1.418771384,17.05820204,73.96006257,0.009542411,0.000429458,1,0
1,1447.630687,1444.345142,59.50344945,0.255854069,33.44346243,40.61588067,0.324034926,0.014651675,1,0
0,0,0,0,0,0,0,0,0,1,0
1,57.86980434,55.977176,213.0036542,0.190910093,22.45225385,56.62783317,0.422733966,0.020333962,0,1
1,282.2387594,282.6210657,166.0960153,0.319826276,35.54526223,74.72085895,0.322624624,0.014388086,0,1
0,0,0,0,0,0,0,0,0,0,1
1,720.5066902,340.0596713,149.5123341,1.119419989,30.04368721,58.02677526,0.470182292,0.021359011,0,1
1,1300.307563,2134.634203,120.7644536,2.563815635,19.59430705,62.79705052,0.194173177,0.008283379,1,0
1,662.2470258,726.9377618,50.26872906,0.791039823,10.28309283,48.15071562,0.123424183,0.005427882,0,1
1,1370.545254,1441.247105,46.65229669,1.017977388,59.17603106,46.87669517,0.316317259,0.013832816,0,1
1,870.8611047,1727.35202,94.48236073,1.133803945,15.76664975,103.5934679,0.002462885,9.94E-05,0,1
1,2800.536497,2766.817032,95.84368158,5.857670922,23.40466454,68.39415803,0.264336203,0.012670132,0,1
1,514.6749588,485.3904074,139.6585703,0.904208635,20.47704584,82.75583363,0.41834259,0.018340426,1,1
1,143.8544914,4.447005667,113.7124754,2.490277715,49.60887013,50.4113886,0.981178284,0.041105427,1,1
1,1613.794195,2054.670459,83.33198879,2.365415572,31.60691531,64.49838728,0.000717056,2.93E-05,1,0
1,831.8103773,467.4775133,101.3184965,1.587317038,64.87547728,70.67296576,0.43874518,0.019668232,0,1
1,868.7841672,566.7347837,67.82296558,4.081501268,29.94160323,50.19992439,0.762954712,0.033442554,1,1
1,755.9301112,772.416136,104.6523944,1.041866683,30.51541824,33.38467563,0.001930214,7.85E-05,0,1
1,781.6334357,837.4705504,82.27593837,0.388061926,26.02471314,87.81824259,0.693107605,0.030459922,1,1
1,1876.34552,1619.611755,59.74744732,1.804656954,27.25247979,58.43132821,0.551754632,0.025210944,0,1
1,2072.28683,2098.3041,22.31769795,0.346378685,14.66180132,16.68549149,0.004693223,0.000211125,0,1
1,3110.686053,1890.83678,63.49304226,4.060316888,37.9141494,38.53783736,0.36456918,0.016465856,1,0
1,542.3489288,541.2135538,67.13700352,0.349576053,30.54063999,28.13192298,0.72867881,0.033107561,0,1
1,2112.137467,2124.795207,123.8835007,3.07404407,16.0031193,79.27488282,0.5421875,0.024713755,1,0
1,1677.47232,3992.802841,19.27896464,0.224413865,14.42148513,31.17524405,0.299560547,0.01366975,1,1
1,1021.96235,271.9561756,110.430192,2.36334088,39.79012913,67.24280129,0.806785046,0.035040927,1,0
1,260.2152283,261.0825244,171.5758441,0.293728368,9.576275917,55.61476606,0.025370385,0.001153069,0,1
1,341.3229953,303.7603135,63.4192936,0.78378425,21.50656706,21.08857715,0.939575195,0.040031075,1,0
1,1659.213008,1467.767148,49.89521995,2.426209421,14.36500524,33.05829396,0.691093445,0.029693547,1,1
1,822.6240685,825.9357965,95.46913785,1.969889573,63.84017908,39.11204716,0.412414551,0.018944597,1,1
1,1116.668876,1146.700241,126.4889395,3.30253595,0,50.91890605,0.308343932,0.014346605,0,1
1,568.8094828,541.3707479,96.60975305,0.637561512,48.37038794,38.53229781,0.828591087,0.035991438,0,1
1,810.7177975,831.8234059,143.1134288,1.233506781,47.44567514,42.7162175,0.650405649,0.027667186,1,0
1,1416.555952,1797.444028,120.8941742,2.204337007,33.78677577,67.76359782,0.365948577,0.016747977,1,0
1,1021.292056,799.0666196,44.10625961,2.166245229,28.47129818,21.48952528,0.880393982,0.037991563,1,1
1,843.9119073,1354.164099,48.05215206,3.08568043,63.5546491,41.31378347,0.069283895,0.003020373,0,1
1,838.2413057,542.9024612,141.658244,1.710036642,28.67981732,75.07753166,0.723581414,0.030693745,0,1
1,198.2322132,184.8601533,189.0646786,0.382784858,17.86050385,35.61377642,0.434286794,0.018873484,0,1
1,731.416714,774.0105806,115.5705675,1.862918474,48.0095599,58.29010925,0.56988309,0.027055082,1,0
1,1177.59425,1181.937347,68.64487536,0.450221708,14.53433347,28.56419031,0.652305751,0.028544345,0,1
1,1039.308285,357.9499817,106.1489453,4.325432197,42.81846269,67.78296547,0.965438843,0.040727095,1,1
1,1361.367725,2050.686766,92.68672448,3.45153618,18.0069279,44.67130527,0.00167714,6.96E-05,1,0
1,667.6635375,674.1565258,118.5078574,0.917243307,0,58.56520459,0.550183105,0.024806461,1,0
1,646.4279609,852.6567259,87.81280128,1.953132561,35.85412376,41.56136046,0.097364936,0.004446498,0,1
1,1415.094893,1431.197823,76.32340505,0.573260349,52.32051228,58.31018532,0.010536194,0.000381698,1,1
1,1622.015663,2043.372907,127.5002838,3.671732863,32.6147239,62.73548771,0.240045849,0.010149286,0,1
1,466.9990918,156.6307745,130.17119,2.241341429,27.66162539,86.33874116,0.710787783,0.030336457,1,0
1,1138.228836,990.3855621,113.3903958,2.351935312,15.74989774,59.14717493,0.615597913,0.027003162,0,1
1,1212.050253,723.8882408,117.9140332,1.7174741,27.89127049,31.55147551,0.000581629,2.06E-05,1,0
1,478.1921739,550.5505726,163.7634819,1.134774848,23.48264363,61.56918119,0.160839844,0.00756464,1,0
1,1328.423111,1355.661329,32.66339744,0.894446056,6.80155308,40.95764725,0.240605317,0.010686158,0,1
1,1560.469866,1373.272999,105.5089381,1.733431579,26.86623153,72.81307492,0.494378662,0.023126452,1,0
1,714.9919381,917.6939866,49.39907942,2.718499156,16.39264618,28.71896758,0.110099792,0.004838543,1,1
1,762.3657451,774.1549889,86.60673821,2.142605796,62.45817303,15.69491531,0.458787154,0.022525534,0,1
1,839.7797862,688.885001,68.13622928,0.828493142,92.86338667,51.27126903,0.449338942,0.019444026,0,1
1,858.4835299,867.9184078,136.1020499,0.333761018,8.417733473,47.23150787,0.028198242,0.001252872,1,0
1,828.6250433,2283.285945,62.57912987,0.558712981,1.530003231,57.6645962,0.119313755,0.005439276,0,1
1,1539.010764,2758.83665,45.96512188,0.198121888,6.571604305,54.13161539,0.402362836,0.01734227,1,0
1,614.8608377,609.9252007,142.5525192,0.474658377,36.7266761,55.70849594,0.479003906,0.023080079,1,1
1,394.7957832,355.0849644,121.9848929,1.172928405,26.83010487,58.40850218,0.751047113,0.033294222,1,0
1,1540.597351,2592.766136,45.61095589,1.493515197,16.34602762,40.15861696,0.140090942,0.005963371,1,1
1,1249.943832,1199.139665,74.73510857,3.53026399,37.05276709,42.76837395,0.749435425,0.033581138,1,1
1,1667.572502,2882.653146,139.3521068,9.441754075,40.89716177,59.60240972,0.597514905,0.027769587,1,0
1,992.0166223,1569.879085,68.78761399,2.667707148,75.56818176,77.99320587,0.289405981,0.012429271,0,1
1,1667.59874,1423.786235,116.7520993,9.902975511,37.38536416,53.46103432,0.52585241,0.023363047,0,1
1,771.65525,712.6549464,99.1370631,0.970725146,28.9357241,57.77902186,0.840119269,0.036275019,1,0
1,1112.139029,1597.916906,28.38978384,0.993184577,27.78482105,19.48712414,0.293936143,0.013129552,0,1
1,967.8132413,1554.038479,95.57258336,1.270390712,0,68.05751524,0.125249487,0.005459103,1,0
1,1236.09234,17149.31206,15.94577433,1.788931246,47.16151728,17.75058472,0.1789375,0.007885749,0,1
1,923.1192627,1158.014988,66.33327162,1.586684249,21.26101925,49.41500564,0.067352295,0.002931718,1,1
1,3596.496868,3472.292007,23.80499927,3.959794822,10.8011199,15.45063123,0.75894928,0.032537493,1,1
1,466.3996535,456.6413611,70.35337656,0.44834207,18.88903066,59.44156018,0.838699341,0.035854164,1,1
1,1845.520734,2177.993944,83.38831199,4.636496858,34.28088591,47.75508229,0.319745945,0.014236608,1,0
1,961.2459869,961.791195,33.56230684,0.168399695,124.4821939,32.83455374,0.302005597,0.013052561,0,1
1,1254.375501,1241.509966,77.71698818,0.628696841,135.9051073,85.72291036,0.438690186,0.019139001,1,1
1,1480.796038,2382.863142,119.1949603,4.436268143,66.50211806,61.10393339,0.217571504,0.010329256,0,1
1,1037.802597,2810.99972,152.5909498,5.829214937,27.09476976,60.16337802,0.312795491,0.013910024,1,0
1,405.8292192,1191.878204,164.3745191,2.528723151,36.41797617,81.46006303,0.121595982,0.005314611,0,1
1,1374.493105,1943.646103,31.89727404,2.213186734,11.28091054,37.59426944,0.20390625,0.009942887,0,1
1,1821.043502,1914.898373,75.18523646,1.870296855,17.58637829,52.28146875,0.000434875,1.70E-05,1,1
1,711.4200827,663.6353682,96.87842971,2.272643494,3.544076063,66.87967891,0.533878216,0.023037797,0,1
1,939.0713762,554.4973066,56.95290976,3.367431839,15.63442985,28.69495741,0.962303162,0.040597165,1,1
1,2130.824525,1644.767066,61.82015267,4.749246358,23.26218719,63.80138161,0.760071712,0.032855084,1,0
1,1298.384899,1251.254592,114.0461356,1.168432084,35.47969365,79.91085022,0.442104298,0.019193705,1,0
1,1878.677618,1759.516602,91.68283489,0.948248302,34.18136055,56.92039587,0.548629761,0.024188412,1,1
1,1168.30201,1056.144523,103.3993801,1.053986729,25.4454749,29.99393708,0.54195927,0.024672698,1,0
1,1444.769763,1371.738036,65.85765041,1.995286364,25.94607971,34.68511302,0.658500671,0.028465096,1,1
1,2573.204082,1823.706661,65.33518487,2.348936833,44.22700731,47.59299941,0.493988631,0.021920222,0,1
1,411.2148153,187.2077128,170.2843823,1.131131282,22.22130164,54.05302079,0.443274148,0.019084292,1,0
1,1830.822435,1752.44953,60.65521098,1.406646776,28.63431774,24.20005337,0.594787598,0.028076086,1,1
1,2336.222165,301.3377677,123.5196971,5.346542389,59.88073256,68.90272524,0.930896252,0.039631847,1,0
1,1038.399877,2677.154892,43.61850909,2.466036338,11.22740436,37.51634752,0.087485152,0.004103931,0,1
1,1156.916976,1162.797757,27.24302822,1.066613406,6.864171408,16.74170798,0.240356445,0.011527706,1,1
1,2477.723648,3004.330009,119.7649661,5.917214173,40.03125129,71.06763539,0.379083807,0.017578865,1,0
1,1104.342238,704.8116721,116.9347549,2.276631828,12.2171526,72.0620275,0.337155651,0.014365416,0,1
1,1682.466838,1835.138037,63.62087001,4.729835016,52.75754682,35.17932774,0.538120083,0.024992723,0,1
1,474.1315081,340.1245805,42.8198312,2.895875211,15.84206436,32.26439796,0.949539185,0.040049417,1,1
1,1485.470388,1348.847689,34.94121534,2.210271945,93.33230781,18.23073484,0.752807617,0.032793873,1,1
1,386.8776256,329.5220263,125.731377,1.419817487,23.57412285,53.81265328,0.594581688,0.025982002,0,1
1,1825.760207,1374.143811,19.0170771,1.193359496,10.97137298,29.84844476,0.346541755,0.016085463,0,1
1,930.1184115,424.9582055,136.1744183,3.142779011,6.366886398,65.56306494,0.665030211,0.030914396,0,1
1,223.9427405,198.4731368,110.6349766,0.673886249,43.05647358,38.12775769,0.960790849,0.040257086,1,0
1,1784.356279,1821.546606,50.3794171,0.468934333,23.34032261,30.89748369,0.640588149,0.027906034,1,0
1,716.8553882,566.9693444,43.94408404,1.823161587,46.24618698,48.68029695,0.928592355,0.039843801,1,0
1,678.6330561,696.2167323,101.9923957,0.527899686,43.58316312,32.24727455,0.640518188,0.028504138,1,1
1,1660.200159,910.9258928,135.9923502,4.206364219,36.57955117,41.12655298,0.594113538,0.027001773,1,0
1,989.8295611,1400.5381,43.13932255,1.64172334,82.58227857,22.17471163,0.004703297,0.000224152,1,0
1,777.2797729,716.5149383,55.11012638,0.427391727,21.37565692,49.99324515,0.603771973,0.027342166,1,0
1,1639.413702,5087.638509,32.26992121,5.317715078,35.24356367,33.18036026,0.265341035,0.01274921,1,0
1,783.318985,893.4893181,82.76783919,0.575986521,39.64699877,62.79140375,0.233093262,0.01055967,1,1
1,147.4418943,197.808975,183.8493942,1.000472962,31.59819481,55.63341331,0.017539978,0.000718041,1,1
1,2464.885555,2618.191594,73.44804891,4.632019768,39.40878659,67.46408959,1.53E-05,6.08E-07,1,1
1,396.5963421,364.2210979,117.0803413,1.382312267,45.29133247,38.28530488,0.287780762,0.012477994,0,1
1,1448.175597,1347.136768,92.92518701,1.546818082,30.03127079,55.04407715,0.574410511,0.025475543,1,0
1,1131.646852,1160.032439,83.12912779,1.321746505,47.74288727,57.48929681,0.236761337,0.011361371,1,0
1,2679.32291,2434.662629,58.93239549,4.252314912,8.866011001,28.71524638,0.303740986,0.014076429,0,1
1,669.9679736,1288.549194,104.7767279,3.822247535,29.33553989,65.59817398,0.005441913,0.000238711,1,0
1,1144.279609,1418.846954,58.70761955,2.331803554,10.06145482,55.29634568,0.41934967,0.018632854,1,1
1,733.3411322,610.0223152,48.85806616,1.823680993,21.86998891,44.57078269,0.831610786,0.03697953,1,0
1,353.609398,325.562786,156.8835886,0.643583945,37.98186381,67.45780728,0.515525818,0.022547968,1,1
1,1827.298912,1451.503926,69.34406842,3.748014877,69.58467456,82.96185288,0.267529297,0.011402966,1,0
1,1254.063508,1644.366789,103.4704135,2.633317068,35.1788428,81.35460168,0,0,0,1
1,1462.163882,1241.54657,117.8738108,4.710880393,25.84215561,58.14768506,0.167157452,0.008151719,1,0
1,1557.941528,1134.418134,98.49778802,5.565344976,31.04743024,55.14730619,0.57042819,0.026359244,1,0
1,2697.056057,6700.683361,15.81312623,1.701973822,32.37722331,20.39613452,0.260633681,0.011465,1,0
1,1322.212865,784.7365588,151.5882633,1.408657468,52.76220032,70.48303622,0.523643466,0.02402077,1,0
1,1868.933178,3658.60766,103.4809334,6.413110652,32.88888449,67.37789684,0.384053475,0.01682561,1,0
1,1477.915418,922.5925634,79.81666808,2.387583666,24.49980982,38.66805861,0.532101004,0.02512574,1,0
1,1496.924332,1256.094531,52.59713678,3.411405537,78.38663765,31.22674679,0.455387094,0.019833943,0,1
1,1237.580537,1357.267266,91.31696532,3.107857451,58.00046572,38.66357044,0.696423517,0.030251094,1,0
1,1081.873674,1732.361555,130.3243977,3.961961938,18.85503421,58.05792905,0.160847247,0.007594086,1,0
1,496.0011951,462.8448944,139.914254,0.652570674,34.47444687,48.43933739,0.925735429,0.03951637,0,1
1,847.6668759,1420.567172,51.48445389,2.612498266,52.80553641,60.56000419,0,0,0,1
1,1105.483295,1106.711667,96.32650614,0.326753202,13.03636613,56.69217179,0.297532042,0.012992361,1,0
1,1342.531068,2830.013711,88.78874684,0.606697238,32.9216432,53.66818778,0.400171992,0.01894793,1,0
1,1071.312826,877.9517844,128.3366755,2.477105305,54.11481341,75.0814928,0.044133113,0.001738949,0,1
0,0,0,0,0,0,0,0,0,0,1
1,502.9788901,494.3170504,71.38118374,1.630869054,39.05225541,35.9701745,0.51946566,0.023158701,0,1
1,1193.752724,1200.232796,80.14123884,0.505316443,46.27693558,46.19396078,0.616551751,0.026518196,1,0
1,2042.517109,1985.983127,57.35315317,2.641306603,20.76246814,42.58325794,0.595574431,0.026925174,1,0
1,136.2720353,139.3968646,115.452446,0.925433478,31.99107251,66.43523718,0.698377757,0.032683276,0,1
1,570.5664454,467.6326717,115.9586289,1.797538481,15.6462115,57.85608827,0.690361023,0.029952499,1,1
1,683.2681024,707.4414822,70.44361401,1.746900158,28.84516621,29.21532305,0.359100073,0.017030536,1,0
1,1633.782932,2356.925435,14.66201236,0.358015748,11.08682008,26.12324779,0.000127489,5.30E-06,0,1
1,1225.007751,2088.558313,38.84951101,1.790311858,6.714288068,61.5343812,0.16796875,0.007872511,1,1
1,629.9163135,618.6903015,124.5469704,1.408285168,74.72121657,66.23172716,0.53542895,0.024725375,0,1
1,623.9433185,751.1015904,49.21555066,0.454979969,33.60770243,57.19097022,0.011501736,0.00047825,0,1
1,1064.105002,1135.731002,74.65452686,1.651983875,24.13923161,38.97058092,0.351024102,0.016648466,0,1
1,583.7396379,711.6153598,119.0245742,0.678636409,6.201455668,82.16147025,0.162754946,0.007416249,0,1
1,1427.756956,1480.800514,60.71869129,1.016773877,20.65122137,48.29924026,0.383750816,0.017118383,1,0
1,1151.527614,1481.167028,39.73427206,1.874469517,15.11532172,39.79412694,0.201111779,0.009298851,0,1
1,388.8013422,404.1907433,130.5772305,0.380546064,1.868458359,27.07291273,0.042795366,0.001872904,0,1
1,2138.998944,1138.60167,153.0923656,7.699407863,34.48082803,58.56285172,0.659975265,0.028985039,1,0
1,761.8965857,736.0795693,116.6421294,0.487872736,0,67.9318654,0.000180037,7.76E-06,0,1
1,1326.41114,2760.522086,131.262916,5.997170142,19.75274923,57.20914673,0.316242247,0.014301288,1,0
1,1980.228958,603.1491373,123.4751997,7.09660508,31.56407581,55.47014797,0.848287026,0.036283836,1,0
1,1136.750638,1115.792957,41.69408644,0.549386879,27.41802269,37.53056805,0.004816945,0.00020725,0,1
1,620.4234294,603.3095819,128.2822802,0.625303696,37.40547403,26.99723997,0.567153931,0.02498869,1,1
1,1728.989793,1974.001521,67.97798927,2.581127307,33.11253261,76.40981935,0.2734375,0.012496086,1,0
1,470.4873325,484.6029675,139.2075023,1.707361096,40.5862466,46.88578024,0.479826208,0.020883155,0,1
1,315.5607964,94.83851266,86.20203113,2.205936664,25.44571401,58.76959671,0.956102491,0.040405439,1,0
1,1287.245078,1211.289426,81.21855341,3.193580647,20.40956812,49.16773382,0.388367887,0.017426904,0,1
1,1053.170622,1044.426451,21.18840948,0.373214503,6.600339797,7.598668711,0.226281508,0.009897051,0,1
1,1518.539947,2102.637744,107.2588976,10.06599404,18.28234591,62.21324293,0.529808044,0.023473522,1,1
1,648.9033518,639.3640946,94.76788995,0.392187698,37.72163546,52.4569589,0.189252658,0.00867803,0,1
1,471.1453818,340.2526846,131.9955651,1.407106289,29.78573646,76.98022101,0.004456943,0.000172822,0,1
1,1833.546861,1763.5158,88.25545961,1.71292684,29.88012437,35.22505377,0.488058229,0.02316109,1,0
1,53.40727742,59.20220778,211.1900546,0.247089975,26.83226659,55.76210647,0.149475098,0.006813162,0,1
0,0,0,0,0,0,0,0,0,0,1
1,1958.635371,4091.273692,62.21221939,3.511313966,52.14532293,55.77748172,0.30520329,0.013719562,1,0
1,1031.847248,853.1689265,123.1078294,2.840196259,67.23788689,63.66890959,0.675921816,0.029538719,1,0
1,850.7729106,918.6478372,71.46909867,2.295908595,13.23392686,47.30640119,0.159680856,0.006906134,1,0
1,468.3840772,1448.146811,100.3113261,2.549832606,60.60152459,68.70292093,0.051643073,0.002058684,0,1
0,0,0,0,0,0,0,0,0,1,1
1,1295.395194,1142.983107,95.28486692,1.380172562,30.58850347,54.36914305,0.531453608,0.023756056,1,0
1,1404.947406,268.4366181,101.2483485,4.384408597,36.26980154,53.65033354,0.875090843,0.037623183,1,0
1,995.4537589,834.5509139,105.7320277,4.075922216,19.4648654,69.89781754,0.465082465,0.022060075,1,0
